Statistical Division or Subdivision,LGA,Offence category,Subcategory,Jan 1995,Feb 1995,Mar 1995,Apr 1995,May 1995,Jun 1995,Jul 1995,Aug 1995,Sep 1995,Oct 1995,Nov 1995,Dec 1995
Canterbury-Bankstown,Canterbury,Arson,,6,2,4,6,5,3,3,3,1,6,7,3
Canterbury-Bankstown,Canterbury,Malicious damage to property,,110,72,94,80,112,82,97,111,116,112,84,100
Canterbury-Bankstown,Canterbury,Drug offences,Possession and/or use of cocaine,0,0,0,0,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Canterbury,Drug offences,Possession and/or use of narcotics,0,2,2,1,0,3,4,4,2,1,1,1
Canterbury-Bankstown,Canterbury,Drug offences,Possession and/or use of cannabis,9,5,9,4,7,8,9,5,3,5,4,7
Canterbury-Bankstown,Canterbury,Drug offences,Possession and/or use of amphetamines,0,1,0,0,2,0,3,0,0,1,2,3
Canterbury-Bankstown,Canterbury,Drug offences,Possession and/or use of ecstasy,0,0,0,0,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Canterbury,Drug offences,Possession and/or use of other drugs,0,0,0,0,1,2,0,0,0,0,0,0
Canterbury-Bankstown,Canterbury,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Canterbury,Drug offences,"Dealing, trafficking in narcotics",0,5,0,0,0,1,4,0,0,1,0,1
Canterbury-Bankstown,Canterbury,Drug offences,"Dealing, trafficking in cannabis",0,0,0,0,2,1,1,0,1,0,0,0
Canterbury-Bankstown,Canterbury,Drug offences,"Dealing, trafficking in amphetamines",4,0,1,1,0,1,0,0,0,0,0,1
Canterbury-Bankstown,Canterbury,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Canterbury,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Canterbury,Drug offences,Cultivating cannabis,0,4,3,3,1,0,0,1,0,0,3,0
Canterbury-Bankstown,Canterbury,Drug offences,Manufacture drug,0,0,0,0,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Canterbury,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Canterbury,Drug offences,Other drug offences,1,0,0,1,2,5,2,1,2,0,1,1
Canterbury-Bankstown,Canterbury,Prohibited and regulated weapons offences,,3,0,5,10,5,2,7,1,5,5,1,2
Canterbury-Bankstown,Canterbury,Disorderly conduct,Trespass,2,1,5,4,2,2,2,1,0,2,2,0
Canterbury-Bankstown,Canterbury,Disorderly conduct,Offensive conduct,2,3,2,1,0,0,0,0,0,3,0,0
Canterbury-Bankstown,Canterbury,Disorderly conduct,Offensive language,2,2,1,3,1,3,3,2,3,3,2,2
Canterbury-Bankstown,Canterbury,Disorderly conduct,Criminal intent,4,7,3,4,7,5,2,1,1,4,1,1
Canterbury-Bankstown,Canterbury,Betting and gaming offences,,0,0,1,0,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Canterbury,Liquor offences,,0,0,0,3,0,0,0,0,1,0,1,0
Canterbury-Bankstown,Canterbury,Pornography offences,,0,0,1,0,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Canterbury,Prostitution offences,,4,1,4,6,5,2,2,0,4,0,2,1
Canterbury-Bankstown,Canterbury,Against justice procedures,Escape custody,0,0,0,0,0,0,1,0,0,0,1,1
Canterbury-Bankstown,Canterbury,Against justice procedures,Breach Apprehended Violence Order,3,6,4,2,2,6,7,1,3,2,6,6
Canterbury-Bankstown,Canterbury,Against justice procedures,Breach bail conditions,1,2,1,2,15,1,0,0,3,3,0,2
Canterbury-Bankstown,Canterbury,Against justice procedures,Fail to appear,3,0,3,4,1,1,4,0,1,3,4,0
Canterbury-Bankstown,Canterbury,Against justice procedures,Resist or hinder officer,4,0,2,4,1,3,0,1,3,1,1,2
Canterbury-Bankstown,Canterbury,Against justice procedures,Other offences against justice procedures,18,4,4,2,6,7,10,3,20,28,0,2
Canterbury-Bankstown,Canterbury,Transport regulatory offences,,0,1,2,0,1,2,1,0,3,0,2,0
Canterbury-Bankstown,Canterbury,Other offences,,12,9,7,4,6,3,6,7,4,7,13,8
Fairfield-Liverpool,Fairfield,Homicide,Murder (a),1,0,0,0,0,1,0,2,0,0,1,0
Fairfield-Liverpool,Fairfield,Homicide,Attempted murder,1,0,0,0,0,0,0,0,1,0,0,0
Fairfield-Liverpool,Fairfield,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0,0
Fairfield-Liverpool,Fairfield,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,0,0
Fairfield-Liverpool,Fairfield,Assault,Domestic violence related assault,21,25,19,21,22,12,26,18,17,22,31,24
Fairfield-Liverpool,Fairfield,Assault,Non-domestic violence related assault,54,46,51,50,59,34,76,70,78,67,82,71
Fairfield-Liverpool,Fairfield,Assault,Assault Police,3,6,5,2,2,5,5,2,6,2,6,2
Fairfield-Liverpool,Fairfield,Sexual offences,Sexual assault,5,1,1,5,2,8,4,7,12,7,3,5
Fairfield-Liverpool,Fairfield,Sexual offences,"Indecent assault, act of indecency and other sexual offences",7,10,12,4,4,6,4,14,5,8,4,15
Fairfield-Liverpool,Fairfield,Abduction and kidnapping,,0,0,1,1,0,3,2,0,2,1,1,1
Fairfield-Liverpool,Fairfield,Robbery,Robbery without a weapon,15,16,25,20,20,17,16,10,17,15,19,13
Fairfield-Liverpool,Fairfield,Robbery,Robbery with a firearm,4,3,3,6,2,2,5,4,2,2,4,14
Fairfield-Liverpool,Fairfield,Robbery,Robbery with a weapon not a firearm,6,6,4,6,6,3,3,7,3,18,10,5
Fairfield-Liverpool,Fairfield,Blackmail and extortion,,1,0,1,0,0,0,0,0,0,0,0,0
Fairfield-Liverpool,Fairfield,"Harassment, threatening behaviour and private nuisance",,8,24,15,19,13,23,22,20,25,20,24,14
Fairfield-Liverpool,Fairfield,Other offences against the person,,5,3,2,2,3,0,1,1,4,2,3,3
Fairfield-Liverpool,Fairfield,Theft,Break and enter dwelling,191,172,152,164,168,171,138,160,167,178,188,193
Fairfield-Liverpool,Fairfield,Theft,Break and enter non-dwelling,147,79,97,117,92,52,66,104,110,108,113,109
Fairfield-Liverpool,Fairfield,Theft,Receiving or handling stolen goods,18,45,46,23,26,25,40,25,42,61,33,42
Fairfield-Liverpool,Fairfield,Theft,Motor vehicle theft,228,239,236,229,211,206,222,228,237,287,215,221
Fairfield-Liverpool,Fairfield,Theft,Steal from motor vehicle,90,89,110,97,85,81,106,133,116,147,110,143
Fairfield-Liverpool,Fairfield,Theft,Steal from retail store,36,42,47,32,39,54,44,51,57,63,50,60
Fairfield-Liverpool,Fairfield,Theft,Steal from dwelling,42,26,39,25,33,33,48,38,37,53,29,37
Fairfield-Liverpool,Fairfield,Theft,Steal from person,18,30,44,26,39,39,28,29,42,53,38,37
Fairfield-Liverpool,Fairfield,Theft,Stock theft,0,1,0,2,2,4,4,4,1,1,1,1
Fairfield-Liverpool,Fairfield,Theft,Fraud,24,22,41,20,44,29,26,28,42,41,39,60
Fairfield-Liverpool,Fairfield,Theft,Other theft,76,76,88,65,79,62,58,75,83,102,83,88
Fairfield-Liverpool,Fairfield,Arson,,13,13,12,11,6,11,16,15,8,16,16,13
Fairfield-Liverpool,Fairfield,Malicious damage to property,,157,143,164,130,142,139,149,157,134,173,160,176
Fairfield-Liverpool,Fairfield,Drug offences,Possession and/or use of cocaine,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield-Liverpool,Fairfield,Drug offences,Possession and/or use of narcotics,47,41,57,43,41,47,47,36,43,62,53,53
Fairfield-Liverpool,Fairfield,Drug offences,Possession and/or use of cannabis,10,11,8,20,10,11,7,6,8,11,19,11
Fairfield-Liverpool,Fairfield,Drug offences,Possession and/or use of amphetamines,0,2,1,3,1,0,3,1,0,4,0,2
Fairfield-Liverpool,Fairfield,Drug offences,Possession and/or use of ecstasy,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield-Liverpool,Fairfield,Drug offences,Possession and/or use of other drugs,1,2,0,1,0,3,0,0,3,5,3,2
Fairfield-Liverpool,Fairfield,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,1,1,0,0,0,0,0,0
Fairfield-Liverpool,Fairfield,Drug offences,"Dealing, trafficking in narcotics",6,18,56,22,28,45,50,31,59,34,50,43
Fairfield-Liverpool,Fairfield,Drug offences,"Dealing, trafficking in cannabis",0,7,0,1,0,2,1,0,2,0,0,3
Fairfield-Liverpool,Fairfield,Drug offences,"Dealing, trafficking in amphetamines",0,1,3,0,0,0,0,0,0,1,0,0
Fairfield-Liverpool,Fairfield,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,0,0,0,1,0,0
Fairfield-Liverpool,Fairfield,Drug offences,"Dealing, trafficking in other drugs",0,1,0,0,0,1,0,0,1,2,1,0
Fairfield-Liverpool,Fairfield,Drug offences,Cultivating cannabis,6,5,4,5,2,0,1,4,3,1,1,3
Fairfield-Liverpool,Fairfield,Drug offences,Manufacture drug,0,0,1,0,0,0,0,0,0,0,0,0
Fairfield-Liverpool,Fairfield,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,1,0,0
Fairfield-Liverpool,Fairfield,Drug offences,Other drug offences,9,6,8,4,3,4,4,4,2,8,0,4
Fairfield-Liverpool,Fairfield,Prohibited and regulated weapons offences,,4,5,8,6,7,28,16,15,7,7,9,11
Fairfield-Liverpool,Fairfield,Disorderly conduct,Trespass,4,6,2,5,2,3,5,3,6,2,8,3
Fairfield-Liverpool,Fairfield,Disorderly conduct,Offensive conduct,0,0,4,2,1,1,2,0,1,2,2,1
Fairfield-Liverpool,Fairfield,Disorderly conduct,Offensive language,0,2,0,4,2,5,3,0,5,3,3,5
Fairfield-Liverpool,Fairfield,Disorderly conduct,Criminal intent,2,5,3,2,5,7,8,8,9,7,5,11
Fairfield-Liverpool,Fairfield,Betting and gaming offences,,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield-Liverpool,Fairfield,Liquor offences,,0,0,0,2,1,0,0,0,0,0,0,0
Fairfield-Liverpool,Fairfield,Pornography offences,,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield-Liverpool,Fairfield,Prostitution offences,,0,0,1,2,0,0,0,0,0,0,0,0
Fairfield-Liverpool,Fairfield,Against justice procedures,Escape custody,2,2,3,1,0,1,0,1,0,4,0,1
Fairfield-Liverpool,Fairfield,Against justice procedures,Breach Apprehended Violence Order,3,4,5,4,5,2,7,9,7,6,9,6
Fairfield-Liverpool,Fairfield,Against justice procedures,Breach bail conditions,2,4,3,3,0,1,1,4,4,6,2,6
Fairfield-Liverpool,Fairfield,Against justice procedures,Fail to appear,6,8,7,4,4,9,10,4,8,2,14,10
Fairfield-Liverpool,Fairfield,Against justice procedures,Resist or hinder officer,4,7,11,11,8,8,7,3,10,6,12,2
Fairfield-Liverpool,Fairfield,Against justice procedures,Other offences against justice procedures,6,6,7,3,14,5,15,5,16,12,25,13
Fairfield-Liverpool,Fairfield,Transport regulatory offences,,0,0,0,0,0,0,1,1,1,3,0,1
Fairfield-Liverpool,Fairfield,Other offences,,6,6,15,6,17,8,14,17,20,7,12,15
Fairfield-Liverpool,Liverpool,Homicide,Murder (a),0,0,0,0,0,0,0,1,0,0,0,1
Fairfield-Liverpool,Liverpool,Homicide,Attempted murder,0,0,0,0,0,0,0,0,1,1,0,0
Fairfield-Liverpool,Liverpool,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,1,0,0
Fairfield-Liverpool,Liverpool,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,0,0
Fairfield-Liverpool,Liverpool,Assault,Domestic violence related assault,8,12,9,13,16,15,11,12,22,20,15,23
Fairfield-Liverpool,Liverpool,Assault,Non-domestic violence related assault,49,58,48,50,50,46,33,61,52,58,55,57
Fairfield-Liverpool,Liverpool,Assault,Assault Police,4,3,4,4,5,4,4,0,7,0,4,1
Fairfield-Liverpool,Liverpool,Sexual offences,Sexual assault,2,1,7,6,2,7,1,5,6,12,3,4
Fairfield-Liverpool,Liverpool,Sexual offences,"Indecent assault, act of indecency and other sexual offences",6,3,21,2,8,10,3,8,9,10,11,1
Fairfield-Liverpool,Liverpool,Abduction and kidnapping,,0,1,0,0,1,0,0,1,1,1,3,0
Fairfield-Liverpool,Liverpool,Robbery,Robbery without a weapon,7,5,13,9,7,13,9,8,11,9,6,6
Fairfield-Liverpool,Liverpool,Robbery,Robbery with a firearm,0,1,0,3,2,7,4,2,6,1,2,0
Fairfield-Liverpool,Liverpool,Robbery,Robbery with a weapon not a firearm,2,5,5,4,3,4,2,0,5,7,9,4
Fairfield-Liverpool,Liverpool,Blackmail and extortion,,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield-Liverpool,Liverpool,"Harassment, threatening behaviour and private nuisance",,4,17,12,7,10,5,11,11,6,12,13,9
Fairfield-Liverpool,Liverpool,Other offences against the person,,1,0,0,0,1,3,2,1,2,0,2,0
Fairfield-Liverpool,Liverpool,Theft,Break and enter dwelling,134,127,121,129,103,109,109,128,80,141,147,166
Fairfield-Liverpool,Liverpool,Theft,Break and enter non-dwelling,68,51,53,68,56,54,62,60,79,85,92,87
Fairfield-Liverpool,Liverpool,Theft,Receiving or handling stolen goods,10,15,23,17,30,41,22,45,33,46,18,22
Fairfield-Liverpool,Liverpool,Theft,Motor vehicle theft,107,138,153,164,154,141,126,137,150,186,148,160
Fairfield-Liverpool,Liverpool,Theft,Steal from motor vehicle,64,84,86,94,69,96,71,80,63,111,114,80
Fairfield-Liverpool,Liverpool,Theft,Steal from retail store,78,83,73,66,65,73,73,87,85,78,69,82
Fairfield-Liverpool,Liverpool,Theft,Steal from dwelling,38,35,20,35,43,30,41,36,30,28,45,31
Fairfield-Liverpool,Liverpool,Theft,Steal from person,25,15,13,30,29,22,21,14,22,23,23,17
Fairfield-Liverpool,Liverpool,Theft,Stock theft,1,0,0,1,1,1,1,0,0,3,0,3
Fairfield-Liverpool,Liverpool,Theft,Fraud,13,32,29,14,49,43,29,39,37,44,38,31
Fairfield-Liverpool,Liverpool,Theft,Other theft,86,87,65,70,88,73,67,63,87,87,73,60
Fairfield-Liverpool,Liverpool,Arson,,7,2,5,8,9,12,14,8,9,9,11,14
Fairfield-Liverpool,Liverpool,Malicious damage to property,,132,117,151,156,115,148,153,135,142,137,142,141
Fairfield-Liverpool,Liverpool,Drug offences,Possession and/or use of cocaine,0,0,0,2,0,0,0,0,0,0,0,0
Fairfield-Liverpool,Liverpool,Drug offences,Possession and/or use of narcotics,4,0,5,4,3,1,4,2,1,3,6,4
Fairfield-Liverpool,Liverpool,Drug offences,Possession and/or use of cannabis,9,6,9,17,10,9,2,9,9,6,5,9
Fairfield-Liverpool,Liverpool,Drug offences,Possession and/or use of amphetamines,2,1,3,3,0,3,1,2,3,2,0,1
Fairfield-Liverpool,Liverpool,Drug offences,Possession and/or use of ecstasy,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield-Liverpool,Liverpool,Drug offences,Possession and/or use of other drugs,0,0,1,0,0,1,0,0,0,1,0,1
Fairfield-Liverpool,Liverpool,Drug offences,"Dealing, trafficking in cocaine",0,0,0,1,1,0,0,0,0,0,0,0
Fairfield-Liverpool,Liverpool,Drug offences,"Dealing, trafficking in narcotics",1,0,2,1,0,0,1,0,0,2,0,0
Fairfield-Liverpool,Liverpool,Drug offences,"Dealing, trafficking in cannabis",2,2,1,1,2,2,0,2,1,6,1,1
Fairfield-Liverpool,Liverpool,Drug offences,"Dealing, trafficking in amphetamines",0,5,0,1,0,7,0,3,0,2,0,3
Fairfield-Liverpool,Liverpool,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,0,0,0,0,0,0
Fairfield-Liverpool,Liverpool,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,0,0,1,0,0,0,2,0
Fairfield-Liverpool,Liverpool,Drug offences,Cultivating cannabis,7,5,5,6,2,1,2,2,1,3,1,4
Fairfield-Liverpool,Liverpool,Drug offences,Manufacture drug,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield-Liverpool,Liverpool,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield-Liverpool,Liverpool,Drug offences,Other drug offences,4,2,2,2,1,2,1,4,1,4,1,2
Fairfield-Liverpool,Liverpool,Prohibited and regulated weapons offences,,9,2,2,3,6,4,5,10,5,6,4,7
Fairfield-Liverpool,Liverpool,Disorderly conduct,Trespass,8,5,3,4,2,6,1,3,2,4,6,8
Fairfield-Liverpool,Liverpool,Disorderly conduct,Offensive conduct,2,7,5,1,2,5,3,2,1,1,0,4
Fairfield-Liverpool,Liverpool,Disorderly conduct,Offensive language,7,21,6,6,6,15,5,5,11,10,7,7
Fairfield-Liverpool,Liverpool,Disorderly conduct,Criminal intent,4,1,12,9,9,6,6,3,3,6,9,8
Fairfield-Liverpool,Liverpool,Betting and gaming offences,,0,0,0,0,1,0,0,0,0,0,0,0
Fairfield-Liverpool,Liverpool,Liquor offences,,0,3,0,3,0,0,0,0,1,0,1,3
Fairfield-Liverpool,Liverpool,Pornography offences,,0,0,2,0,1,2,0,4,1,0,0,0
Fairfield-Liverpool,Liverpool,Prostitution offences,,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield-Liverpool,Liverpool,Against justice procedures,Escape custody,0,0,0,1,1,0,0,0,1,1,0,0
Fairfield-Liverpool,Liverpool,Against justice procedures,Breach Apprehended Violence Order,2,4,6,5,8,3,4,9,12,9,7,12
Fairfield-Liverpool,Liverpool,Against justice procedures,Breach bail conditions,3,2,2,5,6,8,2,2,3,3,3,3
Fairfield-Liverpool,Liverpool,Against justice procedures,Fail to appear,9,3,5,4,4,4,6,4,4,4,3,5
Fairfield-Liverpool,Liverpool,Against justice procedures,Resist or hinder officer,5,10,7,12,5,5,2,0,12,2,5,4
Fairfield-Liverpool,Liverpool,Against justice procedures,Other offences against justice procedures,10,7,10,2,21,13,13,14,18,16,14,25
Fairfield-Liverpool,Liverpool,Transport regulatory offences,,0,0,3,0,7,2,5,1,1,1,1,0
Fairfield-Liverpool,Liverpool,Other offences,,6,13,15,9,9,10,6,9,7,10,15,9
Outer South Western Sydney,Camden,Homicide,Murder (a),0,0,0,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Homicide,Attempted murder,0,1,0,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Assault,Domestic violence related assault,7,2,4,3,2,5,0,3,4,5,4,4
Outer South Western Sydney,Camden,Assault,Non-domestic violence related assault,5,11,15,2,7,2,4,7,11,12,4,9
Outer South Western Sydney,Camden,Assault,Assault Police,0,0,4,1,0,0,0,1,0,0,0,0
Outer South Western Sydney,Camden,Sexual offences,Sexual assault,0,0,0,0,0,2,0,0,5,0,1,1
Outer South Western Sydney,Camden,Sexual offences,"Indecent assault, act of indecency and other sexual offences",2,0,4,2,3,1,0,5,4,0,1,5
Outer South Western Sydney,Camden,Abduction and kidnapping,,0,0,0,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Robbery,Robbery without a weapon,0,0,0,0,0,0,0,1,1,0,0,0
Outer South Western Sydney,Camden,Robbery,Robbery with a firearm,0,0,0,0,0,0,0,2,0,0,0,1
Outer South Western Sydney,Camden,Robbery,Robbery with a weapon not a firearm,0,0,0,1,1,2,0,1,0,0,1,0
Outer South Western Sydney,Camden,Blackmail and extortion,,0,0,0,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,"Harassment, threatening behaviour and private nuisance",,7,0,2,5,0,2,2,7,9,1,7,2
Outer South Western Sydney,Camden,Other offences against the person,,1,0,3,0,0,0,0,0,0,0,1,0
Outer South Western Sydney,Camden,Theft,Break and enter dwelling,19,13,17,17,15,9,21,17,19,22,14,14
Outer South Western Sydney,Camden,Theft,Break and enter non-dwelling,10,10,13,3,20,16,15,21,10,9,7,17
Outer South Western Sydney,Camden,Theft,Receiving or handling stolen goods,0,0,1,0,0,1,1,0,0,0,0,0
Outer South Western Sydney,Camden,Theft,Motor vehicle theft,9,8,16,11,10,19,8,13,8,13,9,12
Outer South Western Sydney,Camden,Theft,Steal from motor vehicle,10,18,15,14,9,11,8,11,5,11,19,18
Outer South Western Sydney,Camden,Theft,Steal from retail store,1,1,2,2,3,8,4,2,5,2,1,4
Outer South Western Sydney,Camden,Theft,Steal from dwelling,6,8,4,7,9,5,6,15,9,8,4,5
Outer South Western Sydney,Camden,Theft,Steal from person,0,0,0,0,0,1,0,2,1,0,0,1
Outer South Western Sydney,Camden,Theft,Stock theft,0,1,0,0,1,1,0,2,1,0,0,0
Outer South Western Sydney,Camden,Theft,Fraud,0,2,1,0,3,2,0,2,1,2,8,11
Outer South Western Sydney,Camden,Theft,Other theft,11,14,14,13,13,17,20,20,7,13,9,21
Outer South Western Sydney,Camden,Arson,,0,1,2,1,2,1,4,3,1,1,2,0
Outer South Western Sydney,Camden,Malicious damage to property,,21,17,20,27,23,27,21,42,23,24,20,37
Outer South Western Sydney,Camden,Drug offences,Possession and/or use of cocaine,0,0,0,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Drug offences,Possession and/or use of narcotics,0,0,0,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Drug offences,Possession and/or use of cannabis,1,0,13,2,1,0,2,1,0,0,0,0
Outer South Western Sydney,Camden,Drug offences,Possession and/or use of amphetamines,0,0,0,0,0,2,0,0,0,0,1,0
Outer South Western Sydney,Camden,Drug offences,Possession and/or use of ecstasy,0,0,0,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Drug offences,Possession and/or use of other drugs,0,0,0,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Drug offences,"Dealing, trafficking in narcotics",0,0,0,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Drug offences,"Dealing, trafficking in cannabis",0,0,2,1,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Drug offences,"Dealing, trafficking in amphetamines",0,0,0,0,0,2,0,0,0,0,0,0
Outer South Western Sydney,Camden,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Drug offences,Cultivating cannabis,2,0,4,1,1,0,1,0,0,2,1,0
Outer South Western Sydney,Camden,Drug offences,Manufacture drug,0,0,0,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Drug offences,Other drug offences,1,0,1,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Prohibited and regulated weapons offences,,1,1,0,0,0,0,1,3,0,1,0,1
Outer South Western Sydney,Camden,Disorderly conduct,Trespass,2,0,0,1,1,0,0,0,0,0,0,1
Outer South Western Sydney,Camden,Disorderly conduct,Offensive conduct,0,0,1,0,0,0,1,2,0,0,0,0
Outer South Western Sydney,Camden,Disorderly conduct,Offensive language,1,1,2,3,0,0,0,1,0,0,0,0
Outer South Western Sydney,Camden,Disorderly conduct,Criminal intent,1,0,0,1,0,1,0,0,0,2,0,0
Outer South Western Sydney,Camden,Betting and gaming offences,,0,0,0,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Liquor offences,,0,2,1,1,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Pornography offences,,0,0,0,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Prostitution offences,,0,0,0,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Against justice procedures,Escape custody,0,0,0,0,0,0,0,0,0,0,0,0
Outer South Western Sydney,Camden,Against justice procedures,Breach Apprehended Violence Order,2,2,3,1,4,0,0,1,1,5,3,3
Outer South Western Sydney,Camden,Against justice procedures,Breach bail conditions,1,0,0,0,0,0,0,1,0,0,0,0
Outer South Western Sydney,Camden,Against justice procedures,Fail to appear,1,0,1,0,0,1,0,1,0,1,0,1
Outer South Western Sydney,Camden,Against justice procedures,Resist or hinder officer,1,1,2,1,0,0,1,1,0,1,0,0
Outer South Western Sydney,Camden,Against justice procedures,Other offences against justice procedures,1,1,2,0,2,0,1,1,1,3,1,1
Outer South Western Sydney,Camden,Transport regulatory offences,,0,0,0,0,0,0,0,0,0,1,0,0
Outer South Western Sydney,Camden,Other offences,,1,0,1,2,2,1,3,0,3,4,3,0
Outer South Western Sydney,Campbelltown,Homicide,Murder (a),0,1,0,1,0,0,1,0,0,1,0,0
